Method,Moves,Time
"$w=32$, $d=5$",18.0,0.1088719367980957
"$w=32$, $d=5$",17.0,0.09085392951965332
"$w=32$, $d=5$",14.0,0.09921097755432129
"$w=32$, $d=5$",15.0,0.09878206253051758
"$w=32$, $d=5$",15.0,0.09308695793151855
"$w=32$, $d=5$",16.0,0.11149096488952637
"$w=32$, $d=5$",15.0,0.10354089736938477
"$w=32$, $d=5$",17.0,0.12019014358520508
"$w=32$, $d=5$",17.0,0.1073751449584961
"$w=32$, $d=5$",17.0,0.12152600288391113
"$w=32$, $d=5$",17.0,0.10916399955749512
"$w=32$, $d=5$",16.0,0.09971189498901367
"$w=32$, $d=5$",15.0,0.13222503662109375
"$w=32$, $d=5$",14.0,0.11033916473388672
"$w=32$, $d=5$",14.0,0.07155799865722656
"$w=32$, $d=5$",14.0,0.07846784591674805
"$w=32$, $d=5$",18.0,0.15470314025878906
"$w=32$, $d=5$",14.0,0.09506607055664062
"$w=32$, $d=5$",17.0,0.11895990371704102
"$w=32$, $d=5$",13.0,0.05649423599243164
"$w=32$, $d=5$",19.0,0.13347816467285156
"$w=32$, $d=5$",15.0,0.10868692398071289
"$w=32$, $d=5$",17.0,0.11687088012695312
"$w=32$, $d=5$",15.0,0.08992195129394531
"$w=32$, $d=5$",15.0,0.08234596252441406
"$w=32$, $d=5$",15.0,0.08949017524719238
"$w=32$, $d=5$",13.0,0.09676480293273926
"$w=32$, $d=5$",17.0,0.11858487129211426
"$w=32$, $d=5$",15.0,0.10560011863708496
"$w=32$, $d=5$",16.0,0.10669994354248047
"$w=32$, $d=5$",15.0,0.08825397491455078
"$w=32$, $d=5$",15.0,0.11210083961486816
"$w=32$, $d=5$",19.0,0.13771700859069824
"$w=32$, $d=5$",17.0,0.11573004722595215
"$w=32$, $d=5$",12.0,0.08398008346557617
"$w=32$, $d=5$",16.0,0.0910038948059082
"$w=32$, $d=5$",14.0,0.08789920806884766
"$w=32$, $d=5$",14.0,0.08098292350769043
"$w=32$, $d=5$",16.0,0.0903468132019043
"$w=32$, $d=5$",15.0,0.10375070571899414
"$w=32$, $d=5$",15.0,0.08975696563720703
"$w=32$, $d=5$",14.0,0.06867814064025879
"$w=32$, $d=5$",14.0,0.09284186363220215
"$w=32$, $d=5$",14.0,0.0767061710357666
"$w=32$, $d=5$",16.0,0.10531783103942871
"$w=32$, $d=5$",16.0,0.10388517379760742
"$w=32$, $d=5$",16.0,0.12909579277038574
"$w=32$, $d=5$",17.0,0.11330318450927734
"$w=32$, $d=5$",18.0,0.12104916572570801
"$w=32$, $d=5$",15.0,0.1569211483001709
"$w=32$, $d=5$",17.0,0.12669086456298828
"$w=32$, $d=5$",17.0,0.13105511665344238
"$w=32$, $d=5$",18.0,0.13275384902954102
"$w=32$, $d=5$",17.0,0.11009979248046875
"$w=32$, $d=5$",17.0,0.13213515281677246
"$w=32$, $d=5$",15.0,0.11034274101257324
"$w=32$, $d=5$",12.0,0.07384610176086426
"$w=32$, $d=5$",12.0,0.09654974937438965
"$w=32$, $d=5$",18.0,0.10123181343078613
"$w=32$, $d=5$",14.0,0.06794595718383789
"$w=32$, $d=5$",17.0,0.11070680618286133
"$w=32$, $d=5$",17.0,0.11586213111877441
"$w=32$, $d=5$",15.0,0.12008309364318848
"$w=32$, $d=5$",14.0,0.08557391166687012
"$w=32$, $d=5$",17.0,0.13338088989257812
"$w=32$, $d=5$",15.0,0.09357309341430664
"$w=32$, $d=5$",15.0,0.09412813186645508
"$w=32$, $d=5$",12.0,0.05985379219055176
"$w=32$, $d=5$",18.0,0.11262917518615723
"$w=32$, $d=5$",16.0,0.1593458652496338
"$w=32$, $d=5$",15.0,0.10444331169128418
"$w=32$, $d=5$",16.0,0.0858759880065918
"$w=32$, $d=5$",14.0,0.07485222816467285
"$w=32$, $d=5$",14.0,0.07178211212158203
"$w=32$, $d=5$",16.0,0.1015007495880127
"$w=32$, $d=5$",16.0,0.09099507331848145
"$w=32$, $d=5$",16.0,0.08992218971252441
"$w=32$, $d=5$",15.0,0.07226014137268066
"$w=32$, $d=5$",17.0,0.12622427940368652
"$w=32$, $d=5$",16.0,0.13451218605041504
"$w=32$, $d=5$",17.0,0.11140179634094238
"$w=32$, $d=5$",15.0,0.07128429412841797
"$w=32$, $d=5$",18.0,0.12453627586364746
"$w=32$, $d=5$",20.0,0.1710190773010254
"$w=32$, $d=5$",14.0,0.06699991226196289
"$w=32$, $d=5$",18.0,0.09485316276550293
"$w=32$, $d=5$",13.0,0.07169508934020996
"$w=32$, $d=5$",12.0,0.07442402839660645
"$w=32$, $d=5$",17.0,0.09853005409240723
"$w=32$, $d=5$",15.0,0.08996415138244629
"$w=32$, $d=5$",15.0,0.10935306549072266
"$w=32$, $d=5$",21.0,0.19081807136535645
"$w=32$, $d=5$",15.0,0.0923151969909668
"$w=32$, $d=5$",16.0,0.1449580192565918
"$w=32$, $d=5$",11.0,0.05137896537780762
"$w=32$, $d=5$",16.0,0.1096651554107666
"$w=32$, $d=5$",17.0,0.11394095420837402
"$w=32$, $d=5$",15.0,0.11557602882385254
"$w=32$, $d=5$",13.0,0.07098674774169922
"$w=32$, $d=5$",14.0,0.09199810028076172
"$w=32$, $d=5$",20.0,0.1651148796081543
"$w=32$, $d=5$",15.0,0.0839848518371582
"$w=32$, $d=5$",13.0,0.0967552661895752
"$w=32$, $d=5$",14.0,0.08675479888916016
"$w=32$, $d=5$",14.0,0.08434414863586426
"$w=32$, $d=5$",15.0,0.08003783226013184
"$w=32$, $d=5$",13.0,0.08877277374267578
"$w=32$, $d=5$",14.0,0.1644761562347412
"$w=32$, $d=5$",16.0,0.105316162109375
"$w=32$, $d=5$",15.0,0.08091998100280762
"$w=32$, $d=5$",20.0,0.14740300178527832
"$w=32$, $d=5$",12.0,0.08263587951660156
"$w=32$, $d=5$",13.0,0.05964016914367676
"$w=32$, $d=5$",15.0,0.1135706901550293
"$w=32$, $d=5$",16.0,0.08431601524353027
"$w=32$, $d=5$",16.0,0.08006501197814941
"$w=32$, $d=5$",19.0,0.1331939697265625
"$w=32$, $d=5$",13.0,0.06961894035339355
"$w=32$, $d=5$",15.0,0.07715725898742676
"$w=32$, $d=5$",16.0,0.08509325981140137
"$w=32$, $d=5$",16.0,0.1309492588043213
"$w=32$, $d=5$",15.0,0.09401798248291016
"$w=32$, $d=5$",20.0,0.15943503379821777
"$w=32$, $d=5$",17.0,0.08722090721130371
"$w=32$, $d=5$",18.0,0.11123895645141602
"$w=32$, $d=5$",17.0,0.1267557144165039
"$w=32$, $d=5$",19.0,0.12457418441772461
"$w=32$, $d=5$",16.0,0.1076960563659668
"$w=32$, $d=5$",17.0,0.10099196434020996
"$w=32$, $d=5$",15.0,0.09202790260314941
"$w=32$, $d=5$",14.0,0.10600113868713379
"$w=32$, $d=5$",15.0,0.10286688804626465
"$w=32$, $d=5$",15.0,0.0705862045288086
"$w=32$, $d=5$",13.0,0.07558894157409668
"$w=32$, $d=5$",14.0,0.07204198837280273
"$w=32$, $d=5$",14.0,0.06992197036743164
"$w=32$, $d=5$",20.0,0.1153559684753418
"$w=32$, $d=5$",17.0,0.09830689430236816
"$w=32$, $d=5$",13.0,0.06172299385070801
"$w=32$, $d=5$",15.0,0.09927916526794434
"$w=32$, $d=5$",16.0,0.12634706497192383
"$w=32$, $d=5$",15.0,0.08549809455871582
"$w=32$, $d=5$",16.0,0.08738875389099121
"$w=32$, $d=5$",14.0,0.08348298072814941
"$w=32$, $d=5$",15.0,0.09310317039489746
"$w=32$, $d=5$",13.0,0.07828092575073242
"$w=32$, $d=5$",17.0,0.11423516273498535
"$w=32$, $d=5$",11.0,0.053926944732666016
"$w=32$, $d=5$",18.0,0.10146307945251465
"$w=32$, $d=5$",16.0,0.08739495277404785
"$w=32$, $d=5$",13.0,0.07363605499267578
"$w=32$, $d=5$",18.0,0.11526989936828613
"$w=32$, $d=5$",15.0,0.10108590126037598
"$w=32$, $d=5$",16.0,0.07368898391723633
"$w=32$, $d=5$",16.0,0.09584403038024902
"$w=32$, $d=5$",16.0,0.10032296180725098
"$w=32$, $d=5$",15.0,0.10154986381530762
"$w=32$, $d=5$",15.0,0.09249615669250488
"$w=32$, $d=5$",13.0,0.07875704765319824
"$w=32$, $d=5$",17.0,0.10426998138427734
"$w=32$, $d=5$",14.0,0.07917904853820801
"$w=32$, $d=5$",20.0,0.12244200706481934
"$w=32$, $d=5$",15.0,0.0785989761352539
"$w=32$, $d=5$",17.0,0.10444498062133789
"$w=32$, $d=5$",12.0,0.06075692176818848
"$w=32$, $d=5$",17.0,0.10068321228027344
"$w=32$, $d=5$",14.0,0.07170629501342773
"$w=32$, $d=5$",16.0,0.08589982986450195
"$w=32$, $d=5$",14.0,0.1005849838256836
"$w=32$, $d=5$",17.0,0.08609294891357422
"$w=32$, $d=5$",18.0,0.12168025970458984
"$w=32$, $d=5$",16.0,0.11356306076049805
"$w=32$, $d=5$",14.0,0.09692502021789551
"$w=32$, $d=5$",14.0,0.07379293441772461
"$w=32$, $d=5$",16.0,0.0762939453125
"$w=32$, $d=5$",14.0,0.08408188819885254
"$w=32$, $d=5$",18.0,0.12037467956542969
"$w=32$, $d=5$",14.0,0.0697171688079834
"$w=32$, $d=5$",16.0,0.08879613876342773
"$w=32$, $d=5$",16.0,0.0919947624206543
"$w=32$, $d=5$",19.0,0.11041688919067383
"$w=32$, $d=5$",18.0,0.11329770088195801
"$w=32$, $d=5$",18.0,0.09830904006958008
"$w=32$, $d=5$",16.0,0.08631110191345215
"$w=32$, $d=5$",13.0,0.060307979583740234
"$w=32$, $d=5$",15.0,0.08274102210998535
"$w=32$, $d=5$",17.0,0.13504290580749512
"$w=32$, $d=5$",16.0,0.11274027824401855
"$w=32$, $d=5$",16.0,0.08825325965881348
"$w=32$, $d=5$",18.0,0.12301468849182129
"$w=32$, $d=5$",14.0,0.08893895149230957
"$w=32$, $d=5$",18.0,0.11653304100036621
"$w=32$, $d=5$",14.0,0.07855582237243652
"$w=32$, $d=5$",16.0,0.11267995834350586
