Method,Moves,Time
"$w=32$, $d=5$",18.0,0.00578618049621582
"$w=32$, $d=5$",18.0,0.005771636962890625
"$w=32$, $d=5$",17.0,0.00578618049621582
"$w=32$, $d=5$",18.0,0.005518913269042969
"$w=32$, $d=5$",18.0,0.005295991897583008
"$w=32$, $d=5$",17.0,0.005682945251464844
"$w=32$, $d=5$",14.0,0.004090785980224609
"$w=32$, $d=5$",19.0,0.005625247955322266
"$w=32$, $d=5$",18.0,0.0054492950439453125
"$w=32$, $d=5$",18.0,0.005360841751098633
"$w=32$, $d=5$",19.0,0.005665779113769531
"$w=32$, $d=5$",20.0,0.005979299545288086
"$w=32$, $d=5$",16.0,0.004751920700073242
"$w=32$, $d=5$",17.0,0.005171060562133789
"$w=32$, $d=5$",14.0,0.0049669742584228516
"$w=32$, $d=5$",16.0,0.005204916000366211
"$w=32$, $d=5$",16.0,0.008935928344726562
"$w=32$, $d=5$",17.0,0.005731105804443359
"$w=32$, $d=5$",16.0,0.004773139953613281
"$w=32$, $d=5$",19.0,0.007183074951171875
"$w=32$, $d=5$",15.0,0.006330966949462891
"$w=32$, $d=5$",16.0,0.0051729679107666016
"$w=32$, $d=5$",14.0,0.004959821701049805
"$w=32$, $d=5$",16.0,0.00506901741027832
"$w=32$, $d=5$",15.0,0.006945133209228516
"$w=32$, $d=5$",18.0,0.006730079650878906
"$w=32$, $d=5$",16.0,0.005220890045166016
"$w=32$, $d=5$",18.0,0.005897998809814453
"$w=32$, $d=5$",20.0,0.007907629013061523
"$w=32$, $d=5$",15.0,0.005558967590332031
"$w=32$, $d=5$",18.0,0.007424116134643555
"$w=32$, $d=5$",18.0,0.005466938018798828
"$w=32$, $d=5$",12.0,0.004127979278564453
"$w=32$, $d=5$",12.0,0.0042078495025634766
"$w=32$, $d=5$",16.0,0.0064890384674072266
"$w=32$, $d=5$",20.0,0.007879018783569336
"$w=32$, $d=5$",18.0,0.0053827762603759766
"$w=32$, $d=5$",17.0,0.005106925964355469
"$w=32$, $d=5$",18.0,0.0056078433990478516
"$w=32$, $d=5$",16.0,0.0061109066009521484
"$w=32$, $d=5$",16.0,0.006985902786254883
"$w=32$, $d=5$",18.0,0.005715131759643555
"$w=32$, $d=5$",19.0,0.0066258907318115234
"$w=32$, $d=5$",19.0,0.006242990493774414
"$w=32$, $d=5$",19.0,0.006108283996582031
"$w=32$, $d=5$",18.0,0.008043050765991211
"$w=32$, $d=5$",16.0,0.007149696350097656
"$w=32$, $d=5$",16.0,0.004770755767822266
"$w=32$, $d=5$",20.0,0.008319854736328125
