method,board,time,moves,beam_width
2lookahead,940,10.032404899597168,16,256
1lookahead,941,0.0127093791961669,21,1
1lookahead,941,0.0221164226531982,19,2
1lookahead,941,0.045534610748291,20,4
1lookahead,941,0.0831358432769775,18,8
1lookahead,941,0.1694886684417724,17,16
1lookahead,941,0.3333189487457275,17,32
1lookahead,941,0.6385760307312012,15,64
1lookahead,941,1.1792559623718262,14,128
1lookahead,941,2.2855420112609863,14,256
1lookahead,941,4.659262657165527,14,512
1lookahead,941,9.252940893173218,14,1024
1lookahead,941,17.467922687530518,14,2048
2lookahead,941,0.08620285987854,18,1
2lookahead,941,0.1470363140106201,17,2
2lookahead,941,0.280726671218872,19,4
2lookahead,941,0.5504083633422852,18,8
2lookahead,941,1.055100440979004,16,16
2lookahead,941,2.1323840618133545,16,32
2lookahead,941,3.868764162063598,16,64
2lookahead,941,7.316304922103882,15,128
2lookahead,941,14.458447217941284,15,256
1lookahead,942,0.0153360366821289,24,1
1lookahead,942,0.0247867107391357,21,2
1lookahead,942,0.0432338714599609,18,4
1lookahead,942,0.0811402797698974,18,8
1lookahead,942,0.1515030860900879,17,16
1lookahead,942,0.3350043296813965,17,32
1lookahead,942,0.5534017086029053,17,64
1lookahead,942,1.0198986530303955,15,128
1lookahead,942,2.1108057498931885,15,256
1lookahead,942,4.1354217529296875,15,512
1lookahead,942,7.8519508838653564,15,1024
1lookahead,942,14.94322419166565,15,2048
2lookahead,942,0.0624775886535644,19,1
2lookahead,942,0.1094567775726318,19,2
2lookahead,942,0.2071955204010009,16,4
2lookahead,942,0.417698860168457,19,8
2lookahead,942,0.8359928131103516,18,16
2lookahead,942,1.7014951705932615,17,32
2lookahead,942,2.9512505531311035,15,64
2lookahead,942,5.48105525970459,15,128
2lookahead,942,10.868605136871338,15,256
1lookahead,943,0.0100955963134765,19,1
1lookahead,943,0.0183408260345459,19,2
1lookahead,943,0.0350427627563476,18,4
1lookahead,943,0.0670957565307617,18,8
1lookahead,943,0.1366736888885498,18,16
1lookahead,943,0.262247085571289,16,32
1lookahead,943,0.4837579727172851,16,64
1lookahead,943,0.9674394130706788,16,128
1lookahead,943,1.875978708267212,16,256
1lookahead,943,3.779639482498169,16,512
1lookahead,943,7.24003005027771,16,1024
1lookahead,943,13.757241487503052,16,2048
2lookahead,943,0.0574636459350585,17,1
2lookahead,943,0.0956995487213134,17,2
2lookahead,943,0.1844160556793213,17,4
2lookahead,943,0.363304853439331,17,8
2lookahead,943,0.7300734519958496,17,16
2lookahead,943,1.474609136581421,17,32
2lookahead,943,2.6567249298095703,16,64
2lookahead,943,4.821449279785156,16,128
2lookahead,943,9.551012516021729,16,256
2lookahead,943,19.672479391098022,16,512
1lookahead,944,0.0094435214996337,18,1
1lookahead,944,0.0175874233245849,18,2
1lookahead,944,0.0265960693359375,15,4
1lookahead,944,0.0534017086029052,15,8
1lookahead,944,0.1068596839904785,15,16
1lookahead,944,0.2149276733398437,15,32
1lookahead,944,0.3897097110748291,14,64
1lookahead,944,0.7541964054107666,14,128
1lookahead,944,1.543893337249756,14,256
1lookahead,944,3.190645217895508,14,512
1lookahead,944,6.043977975845337,14,1024
1lookahead,944,11.49871063232422,14,2048
2lookahead,944,0.0532641410827636,17,1
2lookahead,944,0.0763061046600341,16,2
2lookahead,944,0.1419661045074463,15,4
2lookahead,944,0.2871034145355224,15,8
2lookahead,944,0.580834150314331,15,16
2lookahead,944,1.2112483978271484,14,32
2lookahead,944,2.1012327671051025,14,64
2lookahead,944,3.8868370056152344,14,128
2lookahead,944,7.9055681228637695,14,256
2lookahead,944,17.045042276382446,14,512
1lookahead,945,0.0123777389526367,20,1
1lookahead,945,0.0243153572082519,21,2
1lookahead,945,0.0473535060882568,21,4
1lookahead,945,0.0808596611022949,18,8
1lookahead,945,0.1611638069152832,18,16
1lookahead,945,0.3277919292449951,18,32
1lookahead,945,0.5411949157714844,14,64
1lookahead,945,1.0787944793701172,14,128
1lookahead,945,2.0781726837158203,14,256
1lookahead,945,4.161144495010376,13,512
1lookahead,945,8.355681419372559,13,1024
1lookahead,945,15.453529357910156,13,2048
2lookahead,945,0.0720093250274658,15,1
2lookahead,945,0.126211404800415,15,2
2lookahead,945,0.2364819049835205,15,4
2lookahead,945,0.4759354591369629,15,8
2lookahead,945,0.967085599899292,14,16
2lookahead,945,1.9725666046142576,14,32
2lookahead,945,3.5985875129699707,14,64
2lookahead,945,6.656951665878296,14,128
2lookahead,945,13.075026988983154,14,256
1lookahead,946,0.0110881328582763,18,1
1lookahead,946,0.0219545364379882,19,2
1lookahead,946,0.0446693897247314,19,4
1lookahead,946,0.0834717750549316,19,8
1lookahead,946,0.1469531059265136,16,16
1lookahead,946,0.2934849262237549,16,32
1lookahead,946,0.5351574420928955,17,64
1lookahead,946,1.0935673713684082,17,128
1lookahead,946,2.107856273651123,16,256
1lookahead,946,4.290381908416748,16,512
1lookahead,946,8.155182123184204,16,1024
1lookahead,946,15.783844709396362,16,2048
2lookahead,946,0.0699284076690673,18,1
2lookahead,946,0.1216647624969482,17,2
2lookahead,946,0.2240738868713379,16,4
2lookahead,946,0.4371452331542969,16,8
2lookahead,946,0.8832943439483643,17,16
2lookahead,946,1.7097444534301758,17,32
2lookahead,946,3.0637447834014893,16,64
2lookahead,946,5.8914501667022705,16,128
2lookahead,946,11.655099391937256,16,256
1lookahead,947,0.0083310604095458,17,1
1lookahead,947,0.0139203071594238,15,2
1lookahead,947,0.0264110565185546,15,4
1lookahead,947,0.0514473915100097,15,8
1lookahead,947,0.1033787727355957,15,16
1lookahead,947,0.2148885726928711,15,32
1lookahead,947,0.3988111019134521,15,64
1lookahead,947,0.8108823299407959,15,128
1lookahead,947,1.5344631671905518,15,256
1lookahead,947,3.2136409282684326,15,512
1lookahead,947,6.047223806381226,15,1024
1lookahead,947,11.534204721450806,15,2048
2lookahead,947,0.0438802242279052,16,1
2lookahead,947,0.0742163658142089,15,2
2lookahead,947,0.1345191001892089,15,4
2lookahead,947,0.2715423107147217,15,8
2lookahead,947,0.5630433559417725,15,16
2lookahead,947,1.170699119567871,15,32
2lookahead,947,2.0126476287841797,15,64
2lookahead,947,3.82452654838562,15,128
2lookahead,947,7.614537000656128,15,256
2lookahead,947,15.918659210205078,15,512
1lookahead,948,0.0119526386260986,20,1
1lookahead,948,0.0182137489318847,16,2
1lookahead,948,0.034463882446289,15,4
1lookahead,948,0.0679109096527099,14,8
1lookahead,948,0.1393499374389648,14,16
1lookahead,948,0.2825095653533935,14,32
1lookahead,948,0.5812954902648926,14,64
1lookahead,948,1.0295445919036863,14,128
1lookahead,948,2.1602771282196045,14,256
1lookahead,948,4.319482803344727,14,512
1lookahead,948,8.965874910354614,14,1024
1lookahead,948,16.71867084503174,14,2048
2lookahead,948,0.067737340927124,14,1
2lookahead,948,0.1220946311950683,14,2
2lookahead,948,0.2363102436065673,15,4
2lookahead,948,0.4685819149017334,14,8
2lookahead,948,0.9930243492126464,14,16
2lookahead,948,1.970494508743286,14,32
2lookahead,948,3.7411773204803462,14,64
2lookahead,948,7.0737714767456055,14,128
2lookahead,948,14.238674879074097,14,256
1lookahead,949,0.0149080753326416,20,1
1lookahead,949,0.0224444866180419,18,2
1lookahead,949,0.040170669555664,18,4
1lookahead,949,0.0769174098968505,16,8
1lookahead,949,0.1564691066741943,16,16
1lookahead,949,0.3129916191101074,16,32
1lookahead,949,0.6407046318054199,16,64
1lookahead,949,1.1436333656311035,16,128
1lookahead,949,2.351693630218506,16,256
1lookahead,949,4.523421764373779,15,512
1lookahead,949,9.0677387714386,15,1024
1lookahead,949,17.015069723129272,15,2048
2lookahead,949,0.0845832824707031,17,1
2lookahead,949,0.142310619354248,16,2
2lookahead,949,0.2738285064697265,16,4
2lookahead,949,0.5299105644226074,17,8
2lookahead,949,1.0538883209228516,17,16
2lookahead,949,2.143181085586548,16,32
2lookahead,949,3.9617490768432617,16,64
2lookahead,949,7.303605318069458,15,128
2lookahead,949,14.32604694366455,15,256
1lookahead,950,0.0089161396026611,16,1
1lookahead,950,0.0177638530731201,18,2
1lookahead,950,0.0307374000549316,16,4
1lookahead,950,0.061171531677246,16,8
1lookahead,950,0.1164197921752929,14,16
1lookahead,950,0.229701280593872,14,32
1lookahead,950,0.4266352653503418,14,64
1lookahead,950,0.8827602863311768,14,128
1lookahead,950,1.686734676361084,14,256
1lookahead,950,3.4215550422668457,14,512
1lookahead,950,6.440241813659668,14,1024
1lookahead,950,12.392234802246094,14,2048
2lookahead,950,0.0483348369598388,15,1
2lookahead,950,0.0852284431457519,15,2
2lookahead,950,0.1626360416412353,15,4
2lookahead,950,0.3078217506408691,14,8
2lookahead,950,0.6263020038604736,14,16
2lookahead,950,1.3264317512512207,14,32
2lookahead,950,2.2777774333953857,14,64
2lookahead,950,4.248441457748413,14,128
2lookahead,950,8.468234300613403,14,256
2lookahead,950,17.437241554260254,14,512
1lookahead,951,0.0148475170135498,22,1
1lookahead,951,0.0261242389678955,19,2
1lookahead,951,0.0473251342773437,17,4
1lookahead,951,0.0806200504302978,16,8
1lookahead,951,0.1647078990936279,16,16
1lookahead,951,0.3296899795532226,16,32
1lookahead,951,0.6310961246490479,16,64
1lookahead,951,1.2665038108825684,16,128
1lookahead,951,2.5146825313568115,15,256
1lookahead,951,5.056883335113525,15,512
1lookahead,951,10.147025108337402,15,1024
2lookahead,951,0.0846922397613525,16,1
2lookahead,951,0.1540076732635498,16,2
2lookahead,951,0.2921528816223144,16,4
2lookahead,951,0.5910646915435791,16,8
2lookahead,951,1.1710212230682373,16,16
2lookahead,951,2.3897194862365723,16,32
2lookahead,951,4.3560919761657715,16,64
2lookahead,951,8.35471487045288,15,128
2lookahead,951,16.936200857162476,15,256
1lookahead,952,0.0125491619110107,21,1
1lookahead,952,0.0198581218719482,18,2
1lookahead,952,0.0386524200439453,18,4
1lookahead,952,0.0637331008911132,16,8
1lookahead,952,0.1274189949035644,15,16
1lookahead,952,0.2576296329498291,15,32
1lookahead,952,0.449873685836792,14,64
1lookahead,952,0.866217851638794,14,128
1lookahead,952,1.7963967323303225,13,256
1lookahead,952,3.5674984455108643,13,512
1lookahead,952,6.758343935012817,13,1024
1lookahead,952,12.993128299713137,13,2048
2lookahead,952,0.0618724822998046,16,1
2lookahead,952,0.0897314548492431,16,2
2lookahead,952,0.1743364334106445,15,4
2lookahead,952,0.3448421955108642,15,8
2lookahead,952,0.6776435375213623,14,16
2lookahead,952,1.3870587348937988,13,32
2lookahead,952,2.438249111175537,13,64
2lookahead,952,4.682390451431274,13,128
2lookahead,952,9.382084369659424,13,256
2lookahead,952,19.47310996055603,13,512
1lookahead,953,0.0124919414520263,20,1
1lookahead,953,0.022493839263916,19,2
1lookahead,953,0.0425100326538085,16,4
1lookahead,953,0.0793838500976562,16,8
1lookahead,953,0.1532528400421142,17,16
1lookahead,953,0.305462121963501,17,32
1lookahead,953,0.5769121646881104,17,64
1lookahead,953,1.1659119129180908,17,128
1lookahead,953,2.321860074996948,17,256
1lookahead,953,4.536016941070557,16,512
1lookahead,953,9.025259256362917,16,1024
1lookahead,953,17.093128204345703,16,2048
2lookahead,953,0.0769531726837158,19,1
2lookahead,953,0.1321570873260498,18,2
2lookahead,953,0.2533843517303467,17,4
2lookahead,953,0.4681532382965088,17,8
2lookahead,953,0.9372317790985109,17,16
2lookahead,953,1.9524123668670657,17,32
2lookahead,953,3.4779958724975586,17,64
2lookahead,953,6.525872230529785,16,128
2lookahead,953,12.97078251838684,16,256
1lookahead,954,0.0105302333831787,20,1
1lookahead,954,0.0167043209075927,18,2
1lookahead,954,0.0267889499664306,14,4
1lookahead,954,0.0480408668518066,14,8
1lookahead,954,0.0975620746612548,14,16
1lookahead,954,0.2051210403442382,14,32
1lookahead,954,0.3727316856384277,14,64
1lookahead,954,0.7563447952270508,14,128
1lookahead,954,1.4293274879455566,14,256
1lookahead,954,3.0433685779571533,14,512
1lookahead,954,5.657114505767822,14,1024
1lookahead,954,11.118169784545898,14,2048
2lookahead,954,0.043572187423706,15,1
2lookahead,954,0.0754110813140869,16,2
2lookahead,954,0.1316404342651367,14,4
2lookahead,954,0.2553591728210449,14,8
2lookahead,954,0.5336329936981201,14,16
2lookahead,954,1.105705499649048,14,32
2lookahead,954,1.90291690826416,14,64
2lookahead,954,3.5479023456573486,14,128
2lookahead,954,7.20871639251709,14,256
2lookahead,954,15.203123331069946,14,512
1lookahead,955,0.0084168910980224,14,1
1lookahead,955,0.0121068954467773,13,2
1lookahead,955,0.0223054885864257,13,4
1lookahead,955,0.0459375381469726,13,8
1lookahead,955,0.0874629020690918,13,16
1lookahead,955,0.2254433631896972,13,32
1lookahead,955,0.3419101238250732,13,64
1lookahead,955,0.660794734954834,13,128
1lookahead,955,1.377873420715332,13,256
1lookahead,955,2.794031858444214,13,512
1lookahead,955,5.338796615600586,13,1024
1lookahead,955,10.308781147003174,13,2048
2lookahead,955,0.0363645553588867,13,1
2lookahead,955,0.0607056617736816,13,2
2lookahead,955,0.1150729656219482,13,4
2lookahead,955,0.2304799556732177,13,8
2lookahead,955,0.4727623462677002,13,16
2lookahead,955,1.0082511901855469,13,32
2lookahead,955,1.79317045211792,13,64
2lookahead,955,3.2646265029907227,13,128
2lookahead,955,6.727433919906616,13,256
2lookahead,955,14.163701057434082,13,512
1lookahead,956,0.0085492134094238,15,1
1lookahead,956,0.0146174430847167,14,2
1lookahead,956,0.0280861854553222,14,4
1lookahead,956,0.0555329322814941,13,8
1lookahead,956,0.1127243041992187,13,16
1lookahead,956,0.2301065921783447,13,32
1lookahead,956,0.471480131149292,13,64
1lookahead,956,0.8273308277130127,13,128
1lookahead,956,1.6597402095794678,13,256
1lookahead,956,3.3366072177886963,13,512
1lookahead,956,6.212570905685425,13,1024
1lookahead,956,11.898739337921144,13,2048
2lookahead,956,0.0487861633300781,14,1
2lookahead,956,0.0863242149353027,14,2
2lookahead,956,0.1633679866790771,13,4
2lookahead,956,0.3271985054016113,13,8
2lookahead,956,0.6579799652099609,13,16
2lookahead,956,1.3428971767425537,13,32
2lookahead,956,2.2960269451141357,14,64
2lookahead,956,4.2344701290130615,13,128
2lookahead,956,8.3858802318573,13,256
2lookahead,956,17.218749523162842,13,512
1lookahead,957,0.0105376243591308,18,1
1lookahead,957,0.0187137126922607,17,2
1lookahead,957,0.033393383026123,15,4
1lookahead,957,0.0604472160339355,15,8
1lookahead,957,0.1219141483306884,14,16
1lookahead,957,0.2442505359649658,14,32
1lookahead,957,0.5020933151245117,14,64
1lookahead,957,0.8910477161407471,14,128
1lookahead,957,1.7915306091308594,14,256
1lookahead,957,3.710115909576416,14,512
1lookahead,957,7.0472283363342285,14,1024
1lookahead,957,13.523468732833862,14,2048
2lookahead,957,0.0544464588165283,16,1
2lookahead,957,0.090158462524414,15,2
2lookahead,957,0.174856424331665,15,4
2lookahead,957,0.3419291973114013,15,8
2lookahead,957,0.6903045177459717,14,16
2lookahead,957,1.453596591949463,14,32
2lookahead,957,2.4866368770599365,14,64
2lookahead,957,4.713392019271851,14,128
2lookahead,957,9.5632004737854,14,256
2lookahead,957,19.87358593940735,13,512
1lookahead,958,0.0161070823669433,21,1
1lookahead,958,0.0252964496612548,20,2
1lookahead,958,0.0490272045135498,20,4
1lookahead,958,0.078679084777832,17,8
1lookahead,958,0.159928560256958,17,16
1lookahead,958,0.3181195259094238,16,32
1lookahead,958,0.641021728515625,16,64
1lookahead,958,1.1452088356018066,16,128
1lookahead,958,2.341193437576294,16,256
1lookahead,958,4.692910432815552,16,512
1lookahead,958,9.498835802078249,16,1024
1lookahead,958,17.9164981842041,16,2048
2lookahead,958,0.0796179771423339,17,1
2lookahead,958,0.1445789337158203,17,2
2lookahead,958,0.2717442512512207,17,4
2lookahead,958,0.53078293800354,16,8
2lookahead,958,1.0740139484405518,16,16
2lookahead,958,2.158431053161621,16,32
2lookahead,958,3.978799104690552,16,64
2lookahead,958,7.573916912078857,16,128
2lookahead,958,14.883515357971191,16,256
1lookahead,959,0.0093343257904052,17,1
1lookahead,959,0.0185544490814209,19,2
1lookahead,959,0.0326824188232421,17,4
1lookahead,959,0.0652000904083252,17,8
1lookahead,959,0.1334614753723144,17,16
1lookahead,959,0.2264184951782226,14,32
1lookahead,959,0.4587471485137939,14,64
1lookahead,959,0.7993464469909668,14,128
1lookahead,959,1.6456811428070068,14,256
1lookahead,959,3.35668420791626,14,512
1lookahead,959,6.300966024398804,14,1024
1lookahead,959,12.30086636543274,14,2048
2lookahead,959,0.0455307960510253,14,1
2lookahead,959,0.0812263488769531,14,2
2lookahead,959,0.1505830287933349,14,4
2lookahead,959,0.2936913967132568,14,8
2lookahead,959,0.5885281562805176,14,16
2lookahead,959,1.2255792617797852,14,32
2lookahead,959,2.1802263259887695,14,64
2lookahead,959,4.128545045852661,14,128
2lookahead,959,8.182902574539185,14,256
2lookahead,959,17.099670886993408,14,512
1lookahead,960,0.0129616260528564,20,1
1lookahead,960,0.022754430770874,18,2
1lookahead,960,0.045691967010498,18,4
1lookahead,960,0.08842134475708,18,8
1lookahead,960,0.1727180480957031,17,16
1lookahead,960,0.3452353477478027,17,32
1lookahead,960,0.6084880828857422,15,64
1lookahead,960,1.2240731716156006,15,128
1lookahead,960,2.3837761878967285,15,256
1lookahead,960,4.8115575313568115,15,512
1lookahead,960,9.575723648071287,15,1024
1lookahead,960,18.166138648986816,15,2048
2lookahead,960,0.0866754055023193,17,1
2lookahead,960,0.1682548522949218,20,2
2lookahead,960,0.3129832744598388,18,4
2lookahead,960,0.5919487476348877,17,8
2lookahead,960,1.042271375656128,15,16
2lookahead,960,2.1422317028045654,15,32
2lookahead,960,3.981850862503052,15,64
2lookahead,960,7.505629777908325,15,128
2lookahead,960,14.92910361289978,15,256
1lookahead,961,0.0104491710662841,17,1
1lookahead,961,0.019662857055664,17,2
1lookahead,961,0.0361638069152832,17,4
1lookahead,961,0.0703182220458984,16,8
1lookahead,961,0.1331319808959961,16,16
1lookahead,961,0.3106184005737304,15,32
1lookahead,961,0.5062239170074463,15,64
1lookahead,961,0.9687366485595704,15,128
1lookahead,961,1.9220898151397705,15,256
1lookahead,961,3.90915322303772,14,512
1lookahead,961,7.4962451457977295,14,1024
1lookahead,961,14.323503494262695,14,2048
2lookahead,961,0.0658411979675293,16,1
2lookahead,961,0.1101350784301757,16,2
2lookahead,961,0.2173500061035156,16,4
2lookahead,961,0.4178402423858642,16,8
2lookahead,961,0.7989420890808105,15,16
2lookahead,961,1.6453607082366943,15,32
2lookahead,961,2.9028613567352295,14,64
2lookahead,961,5.50001859664917,14,128
2lookahead,961,10.853630542755129,14,256
1lookahead,962,0.0105845928192138,16,1
1lookahead,962,0.0223951339721679,18,2
1lookahead,962,0.0381033420562744,17,4
1lookahead,962,0.0664334297180175,14,8
1lookahead,962,0.1310768127441406,13,16
1lookahead,962,0.2658698558807373,13,32
1lookahead,962,0.5016484260559082,13,64
1lookahead,962,1.006525993347168,13,128
1lookahead,962,1.96666955947876,13,256
1lookahead,962,4.060922622680664,13,512
1lookahead,962,8.006670713424683,13,1024
1lookahead,962,15.200636625289915,13,2048
2lookahead,962,0.0635273456573486,14,1
2lookahead,962,0.1200127601623535,14,2
2lookahead,962,0.220458984375,13,4
2lookahead,962,0.4317035675048828,13,8
2lookahead,962,0.8837590217590332,13,16
2lookahead,962,1.8175408840179443,13,32
2lookahead,962,3.284553289413452,13,64
2lookahead,962,6.203616142272949,13,128
2lookahead,962,12.505666971206663,13,256
1lookahead,963,0.0127520561218261,21,1
1lookahead,963,0.0213387012481689,18,2
1lookahead,963,0.041588544845581,18,4
1lookahead,963,0.0838532447814941,18,8
1lookahead,963,0.166980504989624,18,16
1lookahead,963,0.3357052803039551,18,32
1lookahead,963,0.6919674873352051,17,64
1lookahead,963,1.3007686138153076,17,128
1lookahead,963,2.5309019088745117,17,256
1lookahead,963,5.167109966278076,17,512
1lookahead,963,10.568457841873167,17,1024
2lookahead,963,0.08329439163208,19,1
2lookahead,963,0.150754690170288,18,2
2lookahead,963,0.2896740436553955,18,4
2lookahead,963,0.570929765701294,18,8
2lookahead,963,1.1533913612365725,18,16
2lookahead,963,2.3556060791015625,17,32
2lookahead,963,4.473308324813843,17,64
2lookahead,963,8.441100120544434,17,128
2lookahead,963,16.908474445343018,17,256
1lookahead,964,0.008268117904663,16,1
1lookahead,964,0.0153379440307617,16,2
1lookahead,964,0.028611421585083,15,4
1lookahead,964,0.0585060119628906,15,8
1lookahead,964,0.1140210628509521,15,16
1lookahead,964,0.2313370704650879,15,32
1lookahead,964,0.4053080081939697,14,64
1lookahead,964,0.783745527267456,14,128
1lookahead,964,1.622032880783081,14,256
1lookahead,964,3.2800910472869873,14,512
1lookahead,964,6.238531589508057,14,1024
1lookahead,964,12.012089729309082,14,2048
2lookahead,964,0.0470736026763916,15,1
2lookahead,964,0.0798101425170898,16,2
2lookahead,964,0.1519749164581298,15,4
2lookahead,964,0.2964797019958496,15,8
2lookahead,964,0.5960900783538818,16,16
2lookahead,964,1.2223308086395264,15,32
2lookahead,964,2.127572536468506,14,64
2lookahead,964,4.000332355499268,14,128
2lookahead,964,7.946346759796143,14,256
2lookahead,964,16.548434734344482,14,512
1lookahead,965,0.009653091430664,18,1
1lookahead,965,0.0171649456024169,17,2
1lookahead,965,0.0300633907318115,17,4
1lookahead,965,0.0600056648254394,17,8
1lookahead,965,0.118600845336914,16,16
1lookahead,965,0.2313153743743896,15,32
1lookahead,965,0.4260900020599365,15,64
1lookahead,965,0.8618564605712891,15,128
1lookahead,965,1.6786532402038574,15,256
1lookahead,965,3.467669725418091,15,512
1lookahead,965,6.454637050628662,15,1024
1lookahead,965,12.189890384674072,14,2048
2lookahead,965,0.0513575077056884,15,1
2lookahead,965,0.0842571258544921,15,2
2lookahead,965,0.1529507637023925,15,4
2lookahead,965,0.3013966083526611,15,8
2lookahead,965,0.6046421527862549,15,16
2lookahead,965,1.3184854984283447,15,32
2lookahead,965,2.2048468589782715,15,64
2lookahead,965,4.080824613571167,15,128
2lookahead,965,8.27372407913208,15,256
2lookahead,965,17.228309631347656,15,512
1lookahead,966,0.0150089263916015,22,1
1lookahead,966,0.0257771015167236,20,2
1lookahead,966,0.0425987243652343,19,4
1lookahead,966,0.0829370021820068,19,8
1lookahead,966,0.1677937507629394,19,16
1lookahead,966,0.3354239463806152,19,32
1lookahead,966,0.6695148944854736,19,64
1lookahead,966,1.2097351551055908,19,128
1lookahead,966,2.486946821212769,19,256
1lookahead,966,4.872710227966309,18,512
1lookahead,966,9.73617458343506,18,1024
1lookahead,966,18.542964220046997,18,2048
2lookahead,966,0.0786719322204589,20,1
2lookahead,966,0.1377201080322265,18,2
2lookahead,966,0.2679965496063232,19,4
2lookahead,966,0.5079214572906494,19,8
2lookahead,966,1.0270404815673828,19,16
2lookahead,966,2.0877230167388916,19,32
2lookahead,966,3.845545768737793,19,64
2lookahead,966,7.260364055633545,19,128
2lookahead,966,14.271074533462524,18,256
1lookahead,967,0.0109138488769531,19,1
1lookahead,967,0.023221731185913,19,2
1lookahead,967,0.0406615734100341,19,4
1lookahead,967,0.0758678913116455,18,8
1lookahead,967,0.1539309024810791,18,16
1lookahead,967,0.3056261539459228,17,32
1lookahead,967,0.6144962310791016,17,64
1lookahead,967,1.0845379829406738,17,128
1lookahead,967,2.179548978805542,17,256
1lookahead,967,4.264226675033569,16,512
1lookahead,967,8.46695065498352,16,1024
1lookahead,967,15.898908376693726,15,2048
2lookahead,967,0.0699295997619628,18,1
2lookahead,967,0.1185660362243652,18,2
2lookahead,967,0.2232773303985595,17,4
2lookahead,967,0.4470856189727783,17,8
2lookahead,967,0.9099011421203612,17,16
2lookahead,967,1.8364336490631104,17,32
2lookahead,967,3.2199225425720215,17,64
2lookahead,967,6.041553020477295,17,128
2lookahead,967,12.000795364379885,15,256
1lookahead,968,0.0086097717285156,18,1
1lookahead,968,0.0147216320037841,16,2
1lookahead,968,0.0264763832092285,15,4
1lookahead,968,0.0525412559509277,15,8
1lookahead,968,0.1078641414642334,15,16
1lookahead,968,0.2137455940246582,15,32
1lookahead,968,0.399789810180664,15,64
1lookahead,968,0.8134801387786865,15,128
1lookahead,968,1.5762569904327393,14,256
1lookahead,968,3.2033703327178955,14,512
1lookahead,968,6.144589900970459,14,1024
1lookahead,968,11.918843030929564,14,2048
2lookahead,968,0.040198802947998,15,1
2lookahead,968,0.0696842670440673,15,2
2lookahead,968,0.1344044208526611,15,4
2lookahead,968,0.2658412456512451,15,8
2lookahead,968,0.5434319972991943,15,16
2lookahead,968,1.110048770904541,15,32
2lookahead,968,1.998753309249878,15,64
2lookahead,968,3.7572343349456783,15,128
2lookahead,968,7.594682216644287,15,256
2lookahead,968,15.941385746002195,14,512
1lookahead,969,0.0122344493865966,20,1
1lookahead,969,0.0166294574737548,16,2
1lookahead,969,0.0300676822662353,16,4
1lookahead,969,0.0584428310394287,15,8
1lookahead,969,0.1188216209411621,15,16
1lookahead,969,0.2442724704742431,15,32
1lookahead,969,0.450937271118164,15,64
1lookahead,969,0.9120256900787354,15,128
1lookahead,969,1.7919015884399414,15,256
1lookahead,969,3.5851964950561523,14,512
1lookahead,969,6.888895273208618,14,1024
1lookahead,969,13.162476062774658,14,2048
2lookahead,969,0.0560405254364013,16,1
2lookahead,969,0.0907013416290283,16,2
2lookahead,969,0.1729106903076172,16,4
2lookahead,969,0.3399462699890136,16,8
2lookahead,969,0.6973416805267334,15,16
2lookahead,969,1.4264249801635742,15,32
2lookahead,969,2.579524040222168,15,64
2lookahead,969,4.7255473136901855,14,128
2lookahead,969,9.606735944747925,14,256
2lookahead,969,19.88290309906006,14,512
1lookahead,970,0.0088171958923339,16,1
1lookahead,970,0.016991376876831,17,2
1lookahead,970,0.0327358245849609,17,4
1lookahead,970,0.063439130783081,16,8
1lookahead,970,0.1615698337554931,15,16
1lookahead,970,0.2368018627166748,15,32
1lookahead,970,0.438521146774292,15,64
1lookahead,970,0.7338507175445557,14,128
1lookahead,970,1.5136187076568604,14,256
1lookahead,970,3.0694119930267334,14,512
1lookahead,970,5.714721441268921,14,1024
1lookahead,970,11.094075441360474,14,2048
2lookahead,970,0.0432918071746826,14,1
2lookahead,970,0.076470136642456,14,2
2lookahead,970,0.1391723155975341,14,4
2lookahead,970,0.2655599117279053,14,8
2lookahead,970,0.5215048789978027,14,16
2lookahead,970,1.0345041751861572,14,32
2lookahead,970,1.8685688972473145,14,64
2lookahead,970,3.5709078311920166,14,128
2lookahead,970,7.255775451660156,14,256
2lookahead,970,14.789193391799929,14,512
1lookahead,971,0.0059707164764404,15,1
1lookahead,971,0.0095715522766113,13,2
1lookahead,971,0.0155463218688964,11,4
1lookahead,971,0.031182050704956,11,8
1lookahead,971,0.064288854598999,11,16
1lookahead,971,0.129349946975708,11,32
1lookahead,971,0.2349331378936767,11,64
1lookahead,971,0.4699161052703857,11,128
1lookahead,971,1.0041821002960205,11,256
1lookahead,971,1.9531431198120115,11,512
1lookahead,971,3.6114306449890137,11,1024
1lookahead,971,7.379606008529663,11,2048
2lookahead,971,0.0240592956542968,12,1
2lookahead,971,0.0381486415863037,11,2
2lookahead,971,0.0708858966827392,11,4
2lookahead,971,0.1478059291839599,11,8
2lookahead,971,0.3072011470794678,11,16
2lookahead,971,0.6115238666534424,11,32
2lookahead,971,1.0405418872833252,11,64
2lookahead,971,2.042022705078125,11,128
2lookahead,971,4.3621838092803955,11,256
2lookahead,971,8.556399583816528,11,512
2lookahead,971,14.983693838119509,11,1024
1lookahead,972,0.011397361755371,18,1
1lookahead,972,0.0182468891143798,18,2
1lookahead,972,0.0335357189178466,17,4
1lookahead,972,0.0641734600067138,16,8
1lookahead,972,0.1294689178466797,17,16
1lookahead,972,0.3041708469390869,17,32
1lookahead,972,0.4771885871887207,16,64
