method,board,time,moves,beam_width
1lookahead,78,0.0648639202117919,18.0,8
1lookahead,79,0.0521967411041259,16.0,8
1lookahead,80,0.0448939800262451,15.0,8
1lookahead,81,0.0610172748565673,15.0,8
1lookahead,82,0.0465672016143798,15.0,8
1lookahead,83,0.0567491054534912,16.0,8
1lookahead,84,0.0541677474975585,14.0,8
1lookahead,85,0.0456299781799316,14.0,8
1lookahead,86,0.0627100467681884,15.0,8
1lookahead,87,0.0729799270629882,18.0,8
1lookahead,88,0.0567688941955566,16.0,8
1lookahead,89,0.0448782444000244,13.0,8
1lookahead,90,0.0775110721588134,17.0,8
1lookahead,91,0.0647668838500976,17.0,8
1lookahead,92,0.0548329353332519,16.0,8
1lookahead,93,0.0757582187652587,16.0,8
1lookahead,94,0.0678808689117431,15.0,8
1lookahead,95,0.0510008335113525,14.0,8
1lookahead,96,0.0519309043884277,13.0,8
1lookahead,97,0.0261759757995605,12.0,8
1lookahead,98,0.0580599308013916,15.0,8
1lookahead,99,0.0754849910736084,19.0,8
1lookahead,0,0.1231939792633056,15.0,16
1lookahead,1,0.0935461521148681,14.0,16
1lookahead,2,0.0950279235839843,15.0,16
1lookahead,3,0.1280891895294189,15.0,16
1lookahead,4,0.0908231735229492,14.0,16
1lookahead,5,0.0950489044189453,14.0,16
1lookahead,6,0.0999112129211425,15.0,16
1lookahead,7,0.1327707767486572,15.0,16
1lookahead,8,0.0807342529296875,14.0,16
1lookahead,9,0.0828268527984619,13.0,16
1lookahead,10,0.1626520156860351,18.0,16
1lookahead,11,0.0860419273376464,11.0,16
1lookahead,12,0.1069869995117187,15.0,16
1lookahead,13,0.1506450176239013,18.0,16
1lookahead,14,0.1551251411437988,16.0,16
1lookahead,15,0.0750062465667724,13.0,16
1lookahead,16,0.0880627632141113,13.0,16
1lookahead,17,0.1060640811920166,16.0,16
1lookahead,18,0.0946848392486572,14.0,16
1lookahead,19,0.1479182243347168,18.0,16
1lookahead,20,0.1229670047760009,15.0,16
1lookahead,21,0.1041102409362793,14.0,16
1lookahead,22,0.12441086769104,14.0,16
1lookahead,23,0.0817952156066894,15.0,16
