method,board,time,moves
w32d5,150,0.0069248676300048,17
w32d5,150,0.0131487846374511,16
w32d5,150,0.0278317928314209,13
w32d5,151,0.00838303565979,17
w32d5,151,0.4876039028167724,16
w32d5,151,5.305525064468384,15
w32d5,152,0.0070958137512207,16
w32d5,152,0.0129899978637695,15
w32d5,152,0.0381431579589843,14
w32d5,152,0.0556719303131103,13
w32d5,152,0.120140790939331,12
w32d5,152,0.1854720115661621,11
w32d5,153,0.0064489841461181,17
w32d5,153,0.1080641746520996,15
w32d5,154,0.0073606967926025,17
w32d5,154,0.0130970478057861,16
w32d5,154,0.1935229301452636,15
w32d5,154,2.4548938274383545,14
w32d5,155,0.0069820880889892,17
w32d5,155,0.0128428936004638,14
w32d5,155,0.087939977645874,13
w32d5,156,0.0151369571685791,19
