number,value,datetime_start,datetime_complete,duration,params_bs,params_lr,params_wd,state
17,0.4910210945034027,2025-05-13 17:30:14.740767,2025-05-13 17:54:10.493065,0 days 00:23:55.752298,128,0.00227845968473397,1.9813840821423888e-05,COMPLETE
18,0.5753227392005921,2025-05-13 17:54:10.631362,2025-05-13 18:16:54.921494,0 days 00:22:44.290132,128,0.0027136873171800077,4.519601022270719e-05,COMPLETE
19,0.4768316559791565,2025-05-13 18:05:00.257817,2025-05-13 18:27:02.678133,0 days 00:22:02.420316,128,0.003663672571677752,1.1718060126248842e-05,COMPLETE
20,0.4601284206676483,2025-05-13 18:16:55.082456,2025-05-13 18:38:51.452326,0 days 00:21:56.369870,128,0.0010486871834480894,1.4591130120864422e-05,COMPLETE
21,0.5334255736637116,2025-05-13 18:27:03.294084,2025-05-13 18:49:59.005507,0 days 00:22:55.711423,128,0.0010479325007388932,2.8910570594567065e-06,COMPLETE
22,0.4501994344806671,2025-05-13 18:38:51.576921,2025-05-13 19:28:31.254750,0 days 00:49:39.677829,32,0.0011047059776235753,2.7932443391916838e-06,COMPLETE
23,0.45329180017352105,2025-05-13 18:49:59.185332,2025-05-13 19:40:22.890129,0 days 00:50:23.704797,32,0.0001256174056425861,4.39236352945042e-06,COMPLETE
24,0.5430319206297397,2025-05-13 19:28:31.561583,2025-05-13 20:18:09.123593,0 days 00:49:37.562010,32,0.005078048848746986,8.829847842941692e-06,COMPLETE
25,0.5114892244744301,2025-05-13 19:40:23.225904,2025-05-13 20:30:19.302137,0 days 00:49:56.076233,32,9.054878443434769e-05,8.83222112122157e-06,COMPLETE
26,0.4497431813681126,2025-05-13 20:18:09.371646,2025-05-13 21:07:46.749228,0 days 00:49:37.377582,32,0.00012646197064494026,2.0424043354770704e-06,COMPLETE
27,0.46026886501789094,2025-05-13 20:30:19.909544,2025-05-13 21:20:02.073732,0 days 00:49:42.164188,32,0.00012895246824783555,1.0230697930645937e-06,COMPLETE
28,0.47028391901969907,2025-05-13 21:07:47.207928,2025-05-13 21:57:27.563646,0 days 00:49:40.355718,32,0.00012147711091244477,2.0883915373835974e-06,COMPLETE
29,0.4783430686843395,2025-05-13 21:20:02.283749,2025-05-13 22:09:47.752122,0 days 00:49:45.468373,32,5.7700281795995345e-05,2.152516088396169e-06,COMPLETE
30,0.5305055328297615,2025-05-13 21:57:28.256461,2025-05-13 22:46:33.315454,0 days 00:49:05.058993,32,5.793193226649101e-05,2.5763338248790716e-06,COMPLETE
31,0.44605010136842727,2025-05-13 22:09:47.888119,2025-05-13 22:59:11.003463,0 days 00:49:23.115344,32,0.0005781995710194232,1.519218841903182e-06,COMPLETE
32,0.4421414307487011,2025-05-13 22:46:33.644287,2025-05-13 23:36:09.264436,0 days 00:49:35.620149,32,0.0005684410434346374,1.3875505979084686e-06,COMPLETE
33,0.42961158925294873,2025-05-13 22:59:11.388354,2025-05-13 23:48:54.896647,0 days 00:49:43.508293,32,0.0004905750610835882,1.4466795613620915e-06,COMPLETE
34,0.46138135160565374,2025-05-13 23:36:10.006072,2025-05-14 00:24:29.142163,0 days 00:48:19.136091,32,0.0005297015989899051,1.4222468602689373e-06,COMPLETE
35,0.44515227130413054,2025-05-13 23:48:55.110751,2025-05-14 00:19:37.840964,0 days 00:30:42.730213,64,0.0005782244884044835,1.4472394853117287e-06,COMPLETE
36,0.4595464652442932,2025-05-14 00:19:38.444236,2025-05-14 00:49:10.584976,0 days 00:29:32.140740,64,0.0005644332940356512,1.2505809178575061e-06,COMPLETE
37,0.4656521562957764,2025-05-14 00:24:29.299464,2025-05-14 00:53:45.719720,0 days 00:29:16.420256,64,0.0007113947778262335,1.3008860501034578e-06,COMPLETE
38,0.45302153160095215,2025-05-14 00:49:10.915623,2025-05-14 01:18:47.234660,0 days 00:29:36.319037,64,0.00035907898959935155,1.4759079919850604e-06,COMPLETE
39,0.4635748236608505,2025-05-14 00:53:45.820399,2025-05-14 01:23:27.017468,0 days 00:29:41.197069,64,0.00030533680768107135,9.235272109167946e-05,COMPLETE
40,0.47860695110321044,2025-05-14 01:18:47.621121,2025-05-14 01:47:45.841055,0 days 00:28:58.219934,64,0.0003058769881350499,9.802234919521803e-05,COMPLETE
41,0.44886252429008483,2025-05-14 01:23:27.189128,2025-05-14 01:42:33.268179,0 days 00:19:06.079051,256,0.0008009557475451588,3.1933848308732457e-06,COMPLETE
42,0.4480486580657959,2025-05-14 01:42:33.403721,2025-05-14 02:00:44.628753,0 days 00:18:11.225032,256,0.0008638497229959348,3.446148847027967e-06,COMPLETE
43,0.5042258422756195,2025-05-14 01:47:45.959246,2025-05-14 02:05:29.461800,0 days 00:17:43.502554,256,0.0014832622170469975,3.2371803530368094e-06,COMPLETE
44,0.44792498973846434,2025-05-14 02:00:44.765599,2025-05-14 02:18:07.018247,0 days 00:17:22.252648,256,0.0004197770289588699,1.1645573889698543e-06,COMPLETE
45,0.45932557174682614,2025-05-14 02:05:29.551070,2025-05-14 02:22:51.585849,0 days 00:17:22.034779,256,0.0003891362315561203,1.6300341880531238e-06,COMPLETE
46,0.4705532932281494,2025-05-14 02:18:07.313517,2025-05-14 02:35:22.572276,0 days 00:17:15.258759,256,0.0004666852566840517,1.0771901618015954e-06,COMPLETE
47,0.4688007530403137,2025-05-14 02:22:51.730542,2025-05-14 02:40:36.505066,0 days 00:17:44.774524,256,0.00022852414092860746,1.0742621729470174e-06,COMPLETE
48,0.45541617226600645,2025-05-14 02:35:22.682819,2025-05-14 03:04:12.705246,0 days 00:28:50.022427,64,0.0002023551055032709,1.8492986805043995e-06,COMPLETE
49,0.45438995747566224,2025-05-14 02:40:36.591616,2025-05-14 03:07:03.758429,0 days 00:26:27.166813,64,0.00023560670442638188,1.756766693822159e-06,COMPLETE
