number,value,datetime_start,datetime_complete,duration,params_bs,params_lr,params_wd,state
34,-0.602025,2025-05-15 03:02:34.313517,2025-05-15 03:24:26.356563,0 days 00:21:52.043046,128,0.00039371324911856396,2.3512022412210345e-06,COMPLETE
35,-0.59593,2025-05-15 03:16:20.365746,2025-05-15 03:38:09.501180,0 days 00:21:49.135434,128,0.000365556902058591,2.376517307083749e-06,COMPLETE
36,-0.61471,2025-05-15 03:24:26.453419,2025-05-15 03:47:04.777693,0 days 00:22:38.324274,128,0.0023024973033686446,1.661147826147967e-06,COMPLETE
37,-0.618415,2025-05-15 03:38:09.590198,2025-05-15 04:25:29.984054,0 days 00:47:20.393856,32,0.002150511790953436,1.565928481862004e-06,COMPLETE
38,-0.61522,2025-05-15 03:47:05.475663,2025-05-15 04:10:44.728276,0 days 00:23:39.252613,128,0.00471972451701632,1.5661993649092074e-06,COMPLETE
39,-0.61294,2025-05-15 04:10:44.947355,2025-05-15 04:34:30.314806,0 days 00:23:45.367451,128,0.0052126970412963575,1.5904068225704841e-06,COMPLETE
40,-0.59537,2025-05-15 04:25:30.177157,2025-05-15 05:15:49.993691,0 days 00:50:19.816534,32,0.005756786959851524,1.6838546176125733e-06,COMPLETE
41,-0.597775,2025-05-15 04:34:30.454913,2025-05-15 05:25:37.166361,0 days 00:51:06.711448,32,0.0038690337899333132,3.023028631395446e-06,COMPLETE
42,-0.608775,2025-05-15 05:15:50.868091,2025-05-15 06:05:14.241131,0 days 00:49:23.373040,32,0.0025185589757667215,2.8618410076137593e-06,COMPLETE
43,-0.6185,2025-05-15 05:25:37.268249,2025-05-15 05:49:18.458291,0 days 00:23:41.190042,128,0.0022244454356168796,1.6710890898486784e-06,COMPLETE
44,-0.613685,2025-05-15 05:49:18.676229,2025-05-15 06:37:48.092423,0 days 00:48:29.416194,32,0.0028753313450745267,1.013180813287297e-06,COMPLETE
45,-0.61891,2025-05-15 06:05:14.458131,2025-05-15 06:28:53.344738,0 days 00:23:38.886607,128,0.0031381203200580247,1.0678156161893232e-06,COMPLETE
46,-0.620925,2025-05-15 06:28:53.681875,2025-05-15 06:51:25.690478,0 days 00:22:32.008603,128,0.003074645505046867,1.042467104297568e-06,COMPLETE
47,-0.606285,2025-05-15 06:37:48.223069,2025-05-15 06:59:38.154695,0 days 00:21:49.931626,128,0.000620040210394607,1.312193485677291e-06,COMPLETE
48,-0.62019,2025-05-15 06:51:25.829048,2025-05-15 07:13:19.032267,0 days 00:21:53.203219,128,0.003360859148357327,1.4092551006284658e-06,COMPLETE
49,-0.484805,2025-05-15 06:59:38.256445,2025-05-15 07:17:16.759477,0 days 00:17:38.503032,128,1.6172376455534284e-05,1.0010545490970835e-06,COMPLETE
