number,value,datetime_start,datetime_complete,duration,params_bs,params_lr,params_wd,state
14,-0.41965,2025-05-14 21:57:44.667707,2025-05-14 22:11:16.565511,0 days 00:13:31.897804,256,1.5142645163819522e-05,2.1251810539642955e-06,COMPLETE
15,-0.55459,2025-05-14 22:05:31.385573,2025-05-14 22:19:00.930899,0 days 00:13:29.545326,256,0.0029853233450428886,1.2600965185352406e-06,COMPLETE
16,-0.545455,2025-05-14 22:11:16.659383,2025-05-14 22:24:39.705000,0 days 00:13:23.045617,256,0.003016224587669689,1.4575339733813103e-05,COMPLETE
17,-0.55039,2025-05-14 22:19:01.062000,2025-05-14 22:32:31.119310,0 days 00:13:30.057310,256,0.0028930716749611426,1.6548442143550947e-05,COMPLETE
18,-0.52575,2025-05-14 22:24:39.810393,2025-05-14 22:38:32.381433,0 days 00:13:52.571040,256,0.0039167497061748215,7.769689384292903e-05,COMPLETE
19,-0.42909,2025-05-14 22:32:31.308841,2025-05-14 22:54:20.508132,0 days 00:21:49.199291,64,0.004885420739352325,0.0008331043757806218,COMPLETE
20,-0.5346,2025-05-14 22:38:32.791989,2025-05-14 23:00:13.194854,0 days 00:21:40.402865,64,0.005543220266127627,6.402726366456216e-06,COMPLETE
21,-0.538885,2025-05-14 22:54:20.644999,2025-05-14 23:08:00.087536,0 days 00:13:39.442537,256,0.0007126788571256299,9.240899709291093e-06,COMPLETE
22,-0.539745,2025-05-14 23:00:13.279220,2025-05-14 23:13:33.092994,0 days 00:13:19.813774,256,0.001942407971810379,1.776288799497126e-05,COMPLETE
23,-0.548965,2025-05-14 23:08:00.193918,2025-05-14 23:21:23.709086,0 days 00:13:23.515168,256,0.0028302168450503097,1.8546781337699647e-05,COMPLETE
24,-0.55205,2025-05-14 23:13:33.174213,2025-05-14 23:26:58.059218,0 days 00:13:24.885005,256,0.002642746760902128,2.320046906025768e-06,COMPLETE
25,-0.538555,2025-05-14 23:21:23.839832,2025-05-14 23:35:06.280398,0 days 00:13:42.440566,256,0.0007856929978982436,2.2223465591837573e-06,COMPLETE
26,-0.53765,2025-05-14 23:26:58.149742,2025-05-14 23:40:34.015098,0 days 00:13:35.865356,256,0.0006556185908204596,2.320618082795095e-06,COMPLETE
27,-0.54895,2025-05-14 23:35:06.398359,2025-05-14 23:48:39.968283,0 days 00:13:33.569924,256,0.006539553211247662,2.8317344408390784e-06,COMPLETE
28,-0.55202,2025-05-14 23:40:34.344628,2025-05-14 23:57:16.552416,0 days 00:16:42.207788,128,0.006974808011011975,1.0423741719240013e-06,COMPLETE
29,-0.533125,2025-05-14 23:48:40.125553,2025-05-15 00:23:24.608042,0 days 00:34:44.482489,32,0.008908956385361702,1.0166467828962869e-06,COMPLETE
30,-0.55021,2025-05-14 23:57:17.084737,2025-05-15 00:14:41.117040,0 days 00:17:24.032303,128,0.0018192486170047059,1.013240196715355e-06,COMPLETE
31,-0.522855,2025-05-15 00:14:41.246787,2025-05-15 00:31:26.870588,0 days 00:16:45.623801,128,0.0001806074394397108,8.534814393424991e-06,COMPLETE
32,-0.55249,2025-05-15 00:23:24.973296,2025-05-15 00:39:32.557784,0 days 00:16:07.584488,128,0.004775495277381223,1.6322722917688361e-06,COMPLETE
33,-0.552095,2025-05-15 00:31:27.332907,2025-05-15 00:47:23.637898,0 days 00:15:56.304991,128,0.004373695891915789,1.5462099264343737e-06,COMPLETE
34,-0.55468,2025-05-15 00:39:32.859012,2025-05-15 00:55:28.421470,0 days 00:15:55.562458,128,0.004453144947151608,1.5482953779442905e-06,COMPLETE
35,-0.55421,2025-05-15 00:47:23.755669,2025-05-15 01:03:17.129460,0 days 00:15:53.373791,128,0.003845560446803772,1.614429158515477e-06,COMPLETE
36,-0.550875,2025-05-15 00:55:28.550147,2025-05-15 01:11:22.439417,0 days 00:15:53.889270,128,0.004371087630173016,1.5098914143334742e-06,COMPLETE
37,-0.550215,2025-05-15 01:03:17.240295,2025-05-15 01:19:09.720350,0 days 00:15:52.480055,128,0.0012399910643294731,4.9840148984434375e-06,COMPLETE
38,-0.54663,2025-05-15 01:11:22.539301,2025-05-15 01:27:16.088356,0 days 00:15:53.549055,128,0.0011428525086013151,5.670640829801731e-06,COMPLETE
39,-0.46423,2025-05-15 01:19:09.812125,2025-05-15 01:35:04.766860,0 days 00:15:54.954735,128,3.0050061366925805e-05,3.3034868098620637e-06,COMPLETE
40,-0.46399,2025-05-15 01:27:16.227434,2025-05-15 01:43:11.532237,0 days 00:15:55.304803,128,3.070254983273853e-05,1.5697863443171082e-06,COMPLETE
41,-0.55203,2025-05-15 01:35:05.482559,2025-05-15 01:50:58.688432,0 days 00:15:53.205873,128,0.0019425092419919508,1.6476298660097058e-06,COMPLETE
42,-0.553185,2025-05-15 01:43:11.649508,2025-05-15 01:59:04.632428,0 days 00:15:52.982920,128,0.003800252813630891,1.4916435247805376e-06,COMPLETE
43,-0.553375,2025-05-15 01:50:58.779831,2025-05-15 02:06:51.520372,0 days 00:15:52.740541,128,0.003544151276961897,1.4975801041071006e-06,COMPLETE
44,-0.554005,2025-05-15 01:59:04.723319,2025-05-15 02:14:58.783314,0 days 00:15:54.059995,128,0.0032580855700335737,1.468342599825602e-06,COMPLETE
45,-0.55287,2025-05-15 02:06:51.607423,2025-05-15 02:23:15.757978,0 days 00:16:24.150555,128,0.003284637830158562,2.890899249222575e-06,COMPLETE
46,-0.5494,2025-05-15 02:14:58.868166,2025-05-15 02:49:49.183723,0 days 00:34:50.315557,32,0.002375139624196125,3.2568330021684943e-06,COMPLETE
47,-0.546495,2025-05-15 02:23:15.899940,2025-05-15 02:58:01.828705,0 days 00:34:45.928765,32,0.002331199254439623,4.091201095614359e-06,COMPLETE
48,-0.54536,2025-05-15 02:49:49.329135,2025-05-15 03:06:10.477009,0 days 00:16:21.147874,128,0.0009477678218973882,2.7776637262293038e-05,COMPLETE
49,-0.539725,2025-05-15 02:58:01.950954,2025-05-15 03:10:01.640721,0 days 00:11:59.689767,128,0.0010072490677630536,9.782587886635559e-05,COMPLETE
