number,value,datetime_start,datetime_complete,duration,params_bs,params_lr,params_wd,state
16,0.567897943572998,2025-05-13 14:23:29.530619,2025-05-13 14:37:34.239317,0 days 00:14:04.708698,256,0.009455764711911872,4.027622624260729e-06,COMPLETE
17,0.5222229937744141,2025-05-13 14:37:14.512110,2025-05-13 14:51:28.147782,0 days 00:14:13.635672,256,0.000513567174757588,3.995905516644712e-06,COMPLETE
18,0.510436114654541,2025-05-13 14:37:34.339052,2025-05-13 14:51:35.778672,0 days 00:14:01.439620,256,0.00045339834424396535,3.670768488694677e-05,COMPLETE
19,0.511224812965393,2025-05-13 14:51:28.321975,2025-05-13 15:05:44.707379,0 days 00:14:16.385404,256,0.0023441321538819515,3.0254669490819996e-05,COMPLETE
20,0.5241503162765503,2025-05-13 14:51:35.869943,2025-05-13 15:05:41.577407,0 days 00:14:05.707464,256,0.002995997515491413,5.706020221398637e-06,COMPLETE
21,0.532347049626112,2025-05-13 15:05:41.700077,2025-05-13 15:54:03.495190,0 days 00:48:21.795113,32,0.00010193093578828818,8.486195122774459e-05,COMPLETE
22,0.5303828963470459,2025-05-13 15:05:44.844169,2025-05-13 15:26:21.664564,0 days 00:20:36.820395,128,0.0009311300608525027,2.731386234342993e-06,COMPLETE
23,0.5214817247200012,2025-05-13 15:26:22.118644,2025-05-13 15:47:00.431813,0 days 00:20:38.313169,128,0.0009291581536435116,1.7559273555121805e-06,COMPLETE
24,0.5118446867787838,2025-05-13 15:47:00.579675,2025-05-13 16:35:28.686048,0 days 00:48:28.106373,32,0.0006558233351726079,2.430210261528776e-06,COMPLETE
25,0.48988378215789796,2025-05-13 15:54:03.733787,2025-05-13 16:14:23.799977,0 days 00:20:20.066190,128,0.0006998885367969819,2.4784462222988747e-06,COMPLETE
26,0.5150765981483459,2025-05-13 16:14:24.050363,2025-05-13 16:34:44.926949,0 days 00:20:20.876586,128,0.0018723475806661206,5.618978965260831e-06,COMPLETE
27,0.500589823346138,2025-05-13 16:34:45.177556,2025-05-13 17:04:35.691762,0 days 00:29:50.514206,64,0.0005895774724035454,1.858321234812627e-05,COMPLETE
28,0.520706401014328,2025-05-13 16:35:28.804419,2025-05-13 17:05:35.769260,0 days 00:30:06.964841,64,0.003950811715166729,1.4575426450615459e-05,COMPLETE
29,0.6091592374038697,2025-05-13 17:04:36.131650,2025-05-13 17:19:02.273763,0 days 00:14:26.142113,256,0.00022966490801334233,1.7313431539532807e-06,COMPLETE
30,0.5131249254417419,2025-05-13 17:05:35.852535,2025-05-13 17:24:24.018059,0 days 00:18:48.165524,128,0.0002531505907800079,6.965127069421358e-06,COMPLETE
31,0.5138802127647399,2025-05-13 17:19:02.377534,2025-05-13 17:38:31.877891,0 days 00:19:29.500357,128,0.0014239975080481732,7.508473573957352e-06,COMPLETE
32,0.4974272964954376,2025-05-13 17:24:24.112943,2025-05-13 17:53:50.700006,0 days 00:29:26.587063,64,0.0014657970667249713,2.0909816758313708e-05,COMPLETE
33,0.4970096327209473,2025-05-13 17:38:32.088248,2025-05-13 18:08:16.614095,0 days 00:29:44.525847,64,0.000756464620508314,3.7503909236831794e-06,COMPLETE
34,0.5228815532875061,2025-05-13 17:53:50.868436,2025-05-13 18:23:58.698697,0 days 00:30:07.830261,64,0.001350522625109759,3.3450209169894457e-06,COMPLETE
35,0.49428138988018033,2025-05-13 18:08:16.871403,2025-05-13 18:37:31.229229,0 days 00:29:14.357826,64,0.0007793593376092577,3.656100528714941e-06,COMPLETE
36,0.4960815107154846,2025-05-13 18:23:59.008210,2025-05-13 18:43:38.415496,0 days 00:19:39.407286,128,0.0008322937348173586,2.359869100752144e-06,COMPLETE
37,0.4838913191127777,2025-05-13 18:37:31.437192,2025-05-13 18:56:20.394989,0 days 00:18:48.957797,128,0.002230142222303149,2.0159561383867537e-06,COMPLETE
38,0.48922653562545776,2025-05-13 18:43:38.522547,2025-05-13 19:02:37.179831,0 days 00:18:58.657284,128,0.0033599745744384854,1.806717965984419e-06,COMPLETE
39,0.5758890604019165,2025-05-13 18:56:20.884003,2025-05-13 19:15:07.413148,0 days 00:18:46.529145,128,0.006615266532010615,1.8502670953571096e-06,COMPLETE
40,0.5086689916419983,2025-05-13 19:02:37.835296,2025-05-13 19:21:36.425144,0 days 00:18:58.589848,128,0.0063091701315600894,1.700287696494906e-06,COMPLETE
41,0.5074443978881836,2025-05-13 19:15:07.537707,2025-05-13 19:33:52.355594,0 days 00:18:44.817887,128,0.0029756890632484513,1.4335620543573544e-06,COMPLETE
42,0.48729838849067686,2025-05-13 19:21:36.525131,2025-05-13 19:40:34.383286,0 days 00:18:57.858155,128,0.003220055049912015,1.1006157814746509e-06,COMPLETE
43,0.5195331716251373,2025-05-13 19:33:52.450331,2025-05-13 19:52:44.677759,0 days 00:18:52.227428,128,0.0027361826705760523,1.036439588738966e-06,COMPLETE
44,0.5692527391052246,2025-05-13 19:40:34.480392,2025-05-13 19:59:47.617635,0 days 00:19:13.137243,128,0.0044120330786290565,1.0117704800574048e-06,COMPLETE
45,0.535984919052124,2025-05-13 19:52:45.073671,2025-05-13 20:11:36.715237,0 days 00:18:51.641566,128,0.0037885814816485223,1.0261689967811164e-06,COMPLETE
46,0.5443297839164734,2025-05-13 19:59:47.764319,2025-05-13 20:18:47.941999,0 days 00:19:00.177680,128,0.005785609718859095,4.953566181867606e-06,COMPLETE
47,0.5076438292980194,2025-05-13 20:11:36.869746,2025-05-13 20:30:23.291898,0 days 00:18:46.422152,128,0.002098670129458049,5.147267095611403e-06,COMPLETE
48,0.5294284628486633,2025-05-13 20:18:48.057265,2025-05-13 20:37:47.123905,0 days 00:18:59.066640,128,0.0021315844010185007,2.160466091836299e-06,COMPLETE
49,0.49791917016983034,2025-05-13 20:30:23.702709,2025-05-13 20:43:28.116289,0 days 00:13:04.413580,128,0.0018976598363534436,2.8133367916484414e-06,COMPLETE
